"","last_scraped","host_response_rate","host_acceptance_rate","host_is_superhost","host_listings_count","host_total_listings_count","host_has_profile_pic","host_identity_verified","neighbourhood","neighbourhood_cleansed","property_type","room_type","accommodates","bathrooms_text","bedrooms","beds","price","minimum_nights","maximum_nights","minimum_nights_avg_ntm","maximum_nights_avg_ntm","has_availability","availability_30","availability_60","availability_90","availability_365","number_of_reviews","number_of_reviews_ltm","number_of_reviews_l30d","first_review","last_review","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","calculated_host_listings_count","calculated_host_listings_count_entire_homes","calculated_host_listings_count_private_rooms","Air_conditioning","Backyard","Barbecue_utensils","Bathtub","BBQ_grill","Beach_essentials","Beachfront","Bed_linens","Board_games","Breakfast","Ceiling_fan","Central_heating","Children\u2019s_books_and_toys","Cleaning_before_checkout","Coffee_maker","Cooking_basics","Dedicated_workspace","Dining_table","Dishwasher","Elevator","Ethernet_connection","Extra_pillows_and_blankets","Fire_extinguisher","First_aid_kit","Free_parking_on_premises","Free_street_parking","Freezer","Gym","Heating","Host_greets_you","Hot_tub","Hot_water","Indoor_fireplace","Iron","Laundromat_nearby","Luggage_dropoff_allowed","Microwave","Mini_fridge","Oven]","Pool","Private_fenced_garden_or_backyard","Refrigerator","Room-darkening_shades","Security_cameras_on_property","Shampoo","Smart_lock","Stove","TV","Washer","Waterfront","carbon_monoxide_alarm","cable_tv","hair_dryer","long_term_stays_allowed","dryer","patio_or_balcony"
"3191",2021-12-20,"100","100",1,11,11,1,1,"San Diego, California, United States","East Village","Entire condominium (condo)","Entire home/apt",3,"1 bath",1,1,226,1,30,1,1125,TRUE,10,30,55,222,81,33,1,2018-04-29,2021-11-28,4.91,4.91,5,4.86,4.93,4.93,4.93,1,12,12,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1
"3192",2021-12-20,"100","91",1,1,1,1,1,"San Diego, California, United States","Midtown","Private room in condominium (condo)","Private room",2,"1 private bath",1,1,50,1,5,1,5,TRUE,0,0,0,0,128,29,0,2018-04-04,2021-10-01,4.89,4.96,4.98,4.95,4.97,4.97,4.85,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0
"3193",2021-12-21,"100","67",1,2,2,1,0,"San Diego, California, United States","Clairemont Mesa","Private room in bungalow","Private room",2,"1 shared bath",1,1,65,14,200,14,200,TRUE,19,49,79,90,18,5,0,2018-07-24,2021-09-20,4.83,5,4.83,5,5,4.78,4.89,0,2,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1
"3194",2021-12-21,"100","98",1,7,7,1,1,NA,"University City","Entire condominium (condo)","Entire home/apt",4,"2 baths",2,2,125,28,365,28,1125,TRUE,0,0,0,86,14,4,0,2018-06-21,2021-10-10,4.93,4.86,4.86,4.93,5,4.86,4.71,0,6,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1
"3195",2021-12-21,"100","99",1,6,6,1,1,NA,"Pacific Beach","Entire cottage","Entire home/apt",4,"1 bath",1,2,127,2,1125,2,1125,TRUE,2,7,20,209,265,60,7,2018-04-29,2021-12-17,4.95,4.96,4.96,4.96,4.97,4.97,4.88,1,6,6,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1
"3196",2021-12-21,"90","95",0,5,5,1,1,NA,"Bay Park","Entire rental unit","Entire home/apt",2,"1 bath",NA,1,106,7,1125,7,1125,TRUE,7,37,66,66,48,5,0,2018-04-28,2021-10-31,4.56,4.85,4.75,4.96,4.92,4.54,4.65,1,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1
"3197",2021-12-21,"N/A","N/A",0,1,1,1,0,"San Diego, California, United States","College Area","Private room in condominium (condo)","Private room",2,"1 private bath",1,1,61,2,1125,2,1125,TRUE,0,19,49,49,21,10,1,2018-04-22,2021-11-26,4.9,4.95,4.95,5,5,4.9,4.9,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0
"3198",2021-12-20,"100","77",1,0,0,1,1,"San Diego, California, United States","Mission Bay","Entire condominium (condo)","Entire home/apt",5,"3 baths",2,4,321,2,29,2,29,TRUE,9,39,59,59,15,0,0,2018-04-12,2020-02-02,4.87,5,5,5,5,5,4.6,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0
"3199",2021-12-20,"99","91",1,190,190,1,1,"San Diego, California, United States","Mission Bay","Entire townhouse","Entire home/apt",5,"2.5 baths",2,4,379,1,365,4,365,TRUE,2,4,4,264,22,5,1,2018-04-05,2021-11-22,4.91,4.86,4.95,4.68,4.77,4.82,4.64,0,202,202,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1
"3200",2021-12-20,"99","91",1,190,190,1,1,"San Diego, California, United States","Mission Bay","Entire townhouse","Entire home/apt",5,"2.5 baths",2,4,345,1,365,4,365,TRUE,4,4,4,221,12,5,0,2018-04-29,2021-06-28,5,4.92,5,5,5,5,4.92,0,202,202,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1
"3201",2021-12-21,"100","98",1,34,34,1,1,"San Diego, California, United States","Midtown","Entire residential home","Entire home/apt",8,"1.5 baths",3,4,304,2,90,2,1125,TRUE,20,48,77,136,211,62,7,2018-04-16,2021-12-15,4.9,4.91,4.72,4.95,4.98,4.92,4.8,1,26,26,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
"3202",2021-12-20,"100","100",1,3,3,1,1,NA,"Pacific Beach","Private room in residential home","Private room",1,"1 shared bath",1,1,60,2,1125,2,1125,TRUE,4,4,4,4,128,24,1,2018-04-20,2021-12-09,4.93,4.91,4.9,4.96,4.96,4.97,4.88,1,3,0,3,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1
"3203",2021-12-21,"0","100",0,1,1,1,1,"San Diego, California, United States","College Area","Private room in guest suite","Private room",2,"1 private bath",1,1,131,2,90,2,90,TRUE,6,20,26,200,15,3,0,2018-05-17,2021-11-08,5,5,5,5,5,4.87,5,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1
"3204",2021-12-20,"100","92",1,1,1,1,0,"San Diego, California, United States","Mission Bay","Entire condominium (condo)","Entire home/apt",4,"1 bath",1,1,232,4,1125,4,1125,TRUE,8,11,41,316,94,30,3,2018-05-02,2021-12-04,4.9,4.97,4.88,4.91,4.89,4.94,4.87,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1
"3205",2021-12-20,"100","50",0,1,1,1,1,"San Diego, California, United States","East Village","Entire condominium (condo)","Entire home/apt",5,"2 baths",2,2,196,30,1125,30,1125,TRUE,0,0,0,130,10,0,0,2018-04-21,2020-01-22,4.9,5,4.8,5,5,4.9,4.7,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1
"3206",2021-12-20,"100","100",1,2,2,1,1,"San Diego, California, United States","University City","Entire guest suite","Entire home/apt",4,"1 bath",1,3,179,3,1125,3,1125,TRUE,0,17,47,47,66,9,0,2018-04-15,2021-10-12,4.98,4.95,4.98,4.98,4.98,4.95,4.95,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1
"3207",2021-12-21,"100","96",0,2,2,1,1,"San Diego, California, United States","La Jolla","Private room in residential home","Private room",2,"1 private bath",1,1,90,1,1125,1,1125,TRUE,0,18,48,323,13,9,0,2020-10-18,2021-04-24,4.46,4.62,4.38,4.62,4.77,4.69,4,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0
"3208",2021-12-20,"N/A","0",1,2,2,1,0,"Chula Vista, California, United States","Sunbow","Private room in residential home","Private room",2,"1 shared bath",1,1,42,2,5,2,5,TRUE,18,48,78,78,36,0,0,2018-04-15,2020-02-18,4.97,4.97,4.97,4.94,4.97,4.75,4.94,0,2,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"3209",2021-12-20,"N/A","33",0,1,1,1,1,"San Diego, California, United States","Pacific Beach","Entire residential home","Entire home/apt",11,"3 baths",4,4,1200,3,1120,2.3,1120,TRUE,3,21,21,40,11,0,0,2018-06-24,2019-12-31,4.82,5,4.73,4.73,4.82,5,4.55,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1
"3210",2021-12-21,"100","98",1,2,2,1,1,"San Diego, California, United States","Mission Bay","Entire residential home","Entire home/apt",8,"2 baths",3,4,428,3,1125,4,1125,TRUE,0,0,0,202,20,8,0,2018-06-16,2021-08-29,4.7,4.75,4.6,5,5,5,4.45,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1
"3211",2021-12-21,"100","98",1,3,3,1,1,"San Diego, California, United States","Rancho Penasquitos","Private room in residential home","Private room",2,"1 shared bath",1,1,51,1,1125,1,1125,TRUE,25,55,85,360,111,35,5,2018-04-06,2021-12-19,4.85,4.91,4.86,4.94,4.92,4.86,4.82,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0
"3212",2021-12-21,"100","100",1,2,2,1,1,NA,"Bay Park","Entire residential home","Entire home/apt",6,"1 bath",2,3,266,2,60,2,1125,TRUE,5,27,49,55,7,1,0,2018-07-12,2021-07-26,4.71,4.71,4.86,5,4.71,5,4.86,1,2,2,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1
"3213",2021-12-21,"100","97",1,5,5,1,1,"San Diego, California, United States","Pacific Beach","Entire residential home","Entire home/apt",7,"2 baths",3,4,294,4,1124,4.3,1124,TRUE,9,32,43,169,46,27,1,2018-05-28,2021-12-05,4.98,5,4.91,5,5,5,4.89,0,7,7,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1
"3214",2021-12-21,"100","100",1,1,1,1,1,"San Diego, California, United States","North Hills","Entire guesthouse","Entire home/apt",2,"1 bath",1,1,125,2,14,2,1125,TRUE,7,28,56,135,179,49,3,2018-06-24,2021-12-16,4.97,4.99,4.96,5,4.98,4.96,4.94,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1
"3215",2021-12-21,"100","94",0,659,659,1,1,NA,"Grant Hill","Entire residential home","Entire home/apt",8,"2 baths",3,4,253,1,365,3.2,365,TRUE,16,43,73,311,66,9,0,2018-04-15,2021-09-28,4.59,4.67,4.79,4.77,4.79,4.41,4.59,1,35,35,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1
"3216",2021-12-21,"100","86",0,1,1,1,0,NA,"Ocean Beach","Entire bungalow","Entire home/apt",3,"1.5 baths",1,1,350,5,90,5,90,TRUE,10,10,10,65,3,1,0,2018-08-08,2021-07-07,4.67,5,4.67,5,5,5,4.67,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0
"3217",2021-12-20,"100","97",1,5,5,1,1,"San Diego, California, United States","Pacific Beach","Entire rental unit","Entire home/apt",6,"2 baths",2,2,204,3,1125,3,1125,TRUE,0,0,0,0,24,13,0,2018-07-05,2021-10-26,4.88,4.96,4.88,4.96,5,4.92,4.67,0,7,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1
"3218",2021-12-21,"93","52",1,64,64,1,1,NA,"La Jolla","Entire villa","Entire home/apt",13,"6 baths",5,5,3100,1,1125,3.7,1090.7,TRUE,7,7,12,202,7,3,0,2020-03-11,2021-09-11,4.57,5,5,5,5,5,5,1,63,63,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
"3219",2021-12-21,"93","52",1,64,64,1,1,NA,"La Jolla","Entire villa","Entire home/apt",8,"3 baths",3,4,362,7,1125,7.1,999.4,TRUE,4,7,37,303,2,2,0,2021-09-08,2021-10-08,5,5,5,5,4,5,5,1,63,63,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
"3220",2021-12-20,"100","100",0,1,1,1,1,NA,"Pacific Beach","Entire residential home","Entire home/apt",4,"2 baths",2,2,222,13,90,13,1125,TRUE,14,14,14,97,6,1,0,2019-07-12,2021-08-10,5,5,4.83,5,5,5,4.83,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1
"3221",2021-12-21,"93","99",1,2,2,1,1,"San Diego, California, United States","Normal Heights","Entire guesthouse","Entire home/apt",2,"1 bath",NA,1,113,1,1125,1.3,1125,TRUE,15,42,67,156,174,69,3,2018-04-21,2021-12-12,4.84,4.89,4.84,4.86,4.89,4.82,4.79,0,2,2,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0
"3222",2021-12-21,"80","96",0,1,1,1,1,"San Diego, California, United States","Bay Park","Entire residential home","Entire home/apt",8,"2 baths",3,4,200,2,14,2,1125,TRUE,10,35,60,60,150,51,1,2018-04-23,2021-11-28,4.83,4.91,4.76,4.92,4.83,4.97,4.85,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1
"3223",2021-12-21,"100","57",1,20,20,1,1,"San Diego, California, United States","La Jolla","Entire condominium (condo)","Entire home/apt",5,"2 baths",2,3,210,30,365,30,365,TRUE,11,11,29,242,1,0,0,2019-04-16,2019-04-16,5,5,5,5,5,5,5,0,22,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0
"3224",2021-12-20,"100","99",0,2,2,1,1,"San Diego, California, United States","Pacific Beach","Entire guesthouse","Entire home/apt",4,"1 bath",1,2,89,1,300,1,1125,TRUE,20,46,72,72,76,4,0,2018-04-10,2021-08-25,4.54,4.68,4.36,4.84,4.79,4.87,4.42,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0
"3225",2021-12-20,"50","100",0,2,2,1,1,"San Diego, California, United States","North Hills","Tent","Entire home/apt",2,"1 bath",NA,1,150,1,3,1,3,TRUE,0,0,0,0,2,0,0,2018-05-26,2018-06-09,5,5,5,5,5,5,5,0,2,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"3226",2021-12-20,"N/A","N/A",0,2,2,1,1,"San Diego, California, United States","Grant Hill","Entire rental unit","Entire home/apt",6,"1.5 baths",3,4,212,2,1125,2,1125,TRUE,0,0,0,0,167,49,2,2018-05-13,2021-11-30,4.77,4.86,4.68,4.96,4.89,4.78,4.75,0,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
"3227",2021-12-21,"94","77",0,4,4,1,1,"San Diego, California, United States","North Hills","Entire residential home","Entire home/apt",4,"1 bath",2,2,335,1,1125,3.7,1125,TRUE,30,60,90,94,69,21,1,2018-05-06,2021-11-27,4.7,4.65,4.77,4.84,4.81,4.88,4.64,0,4,4,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1
"3228",2021-12-21,"100","99",1,1,1,1,1,"San Diego, California, United States","South Park","Entire guesthouse","Entire home/apt",2,"1 bath",NA,1,130,2,1125,2,1125,TRUE,11,23,34,281,261,62,4,2018-05-20,2021-12-03,4.97,5,5,4.99,4.97,4.96,4.89,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0
"3229",2021-12-21,"100","95",1,1,1,1,1,"San Diego, California, United States","Ocean Beach","Entire residential home","Entire home/apt",4,"2 baths",2,2,291,3,14,2.7,1125,TRUE,6,6,6,238,38,12,2,2018-05-13,2021-12-06,4.95,4.89,4.87,4.97,4.95,4.87,4.84,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1
"3230",2021-12-20,"92","100",0,18,18,1,0,"San Diego, California, United States","Pacific Beach","Entire condominium (condo)","Entire home/apt",5,"1 bath",2,2,140,3,28,3,1125,TRUE,7,12,14,272,35,3,0,2018-06-25,2021-10-22,4.8,4.94,4.89,4.91,4.86,5,4.6,1,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0
"3231",2021-12-21,"100","100",1,2,2,1,1,"San Diego, California, United States","Kensington","Entire guesthouse","Entire home/apt",3,"1 bath",1,1,110,1,8,1,1125,TRUE,1,14,29,59,311,84,4,2018-04-21,2021-12-07,4.97,4.97,4.98,4.97,4.97,4.97,4.95,0,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
"3232",2021-12-20,"0","0",0,2,2,1,1,"San Diego, California, United States","La Jolla Village","Entire residential home","Entire home/apt",10,"2.5 baths",3,7,390,90,1125,90,1125,TRUE,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0
"3233",2021-12-20,"61","35",0,20,20,1,1,"San Diego, California, United States","Sorrento Valley","Entire cottage","Entire home/apt",4,"1 bath",2,2,134,31,1125,31,1125,TRUE,15,17,28,118,7,3,1,2019-01-31,2021-12-02,4.86,4.57,4.86,4.86,4.29,4.86,4.43,0,19,19,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1
"3234",2021-12-21,"99","99",0,65,65,1,1,"San Diego, California, United States","Ocean Beach","Entire residential home","Entire home/apt",4,"2 baths",1,2,186,1,999,3,999,TRUE,10,10,10,251,36,21,2,2018-04-29,2021-12-06,4.94,4.97,4.81,4.94,4.86,4.97,4.69,1,62,62,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,1,0
"3235",2021-12-20,"N/A","N/A",0,18,18,1,0,NA,"Mission Bay","Entire condominium (condo)","Entire home/apt",4,"1 bath",1,1,264,3,1125,4.5,1125,TRUE,21,51,81,356,14,8,1,2018-06-29,2021-12-02,4.43,4.79,4.36,4.79,4.57,4.93,4,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0
"3236",2021-12-21,"99","98",0,22,22,1,1,NA,"Mission Bay","Entire condominium (condo)","Entire home/apt",8,"2 baths",3,4,500,4,28,4,28,TRUE,19,49,79,338,11,6,0,2018-07-28,2021-08-24,4.27,4.36,4.36,4.82,4.36,4.82,4.45,1,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
"3237",2021-12-21,"100","100",1,1,1,1,1,"San Diego, California, United States","Balboa Park","Entire residential home","Entire home/apt",5,"1 bath",2,2,173,3,29,2.8,1125,TRUE,14,35,39,39,152,29,4,2018-04-15,2021-12-05,4.93,4.93,4.89,4.97,4.99,4.94,4.84,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1
"3238",2021-12-21,"100","96",0,1,1,1,1,NA,"Loma Portal","Entire rental unit","Entire home/apt",2,"1 bath",1,1,95,2,15,2,1125,TRUE,9,32,53,328,152,42,3,2018-04-22,2021-12-05,4.74,4.8,4.84,4.69,4.72,4.88,4.73,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
"3239",2021-12-20,"100","100",1,1,1,1,1,NA,"Grantville","Entire condominium (condo)","Entire home/apt",2,"1 bath",1,1,87,28,1125,28,1125,TRUE,0,0,0,0,61,6,0,2018-04-15,2021-10-17,4.95,5,4.98,5,4.98,4.97,4.95,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1
"3240",2021-12-20,"90","100",1,7,7,1,1,"San Diego, California, United States","Little Italy","Entire rental unit","Entire home/apt",2,"1 bath",NA,1,108,2,1125,2,1125,TRUE,2,19,45,45,82,0,0,2018-04-15,2020-03-09,4.87,4.95,4.98,4.99,4.95,4.99,4.8,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0
