"","last_scraped","host_response_rate","host_acceptance_rate","host_is_superhost","host_listings_count","host_total_listings_count","host_has_profile_pic","host_identity_verified","neighbourhood","neighbourhood_cleansed","property_type","room_type","accommodates","bathrooms_text","bedrooms","beds","price","minimum_nights","maximum_nights","minimum_nights_avg_ntm","maximum_nights_avg_ntm","has_availability","availability_30","availability_60","availability_90","availability_365","number_of_reviews","number_of_reviews_ltm","number_of_reviews_l30d","first_review","last_review","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","calculated_host_listings_count","calculated_host_listings_count_entire_homes","calculated_host_listings_count_private_rooms","Air_conditioning","Backyard","Barbecue_utensils","Bathtub","BBQ_grill","Beach_essentials","Beachfront","Bed_linens","Board_games","Breakfast","Ceiling_fan","Central_heating","Children\u2019s_books_and_toys","Cleaning_before_checkout","Coffee_maker","Cooking_basics","Dedicated_workspace","Dining_table","Dishwasher","Elevator","Ethernet_connection","Extra_pillows_and_blankets","Fire_extinguisher","First_aid_kit","Free_parking_on_premises","Free_street_parking","Freezer","Gym","Heating","Host_greets_you","Hot_tub","Hot_water","Indoor_fireplace","Iron","Laundromat_nearby","Luggage_dropoff_allowed","Microwave","Mini_fridge","Oven]","Pool","Private_fenced_garden_or_backyard","Refrigerator","Room-darkening_shades","Security_cameras_on_property","Shampoo","Smart_lock","Stove","TV","Washer","Waterfront","carbon_monoxide_alarm","cable_tv","hair_dryer","long_term_stays_allowed","dryer","patio_or_balcony"
"3810",2021-12-20,"98","66",0,36,36,1,1,NA,"Mission Bay","Entire condominium (condo)","Entire home/apt",6,"2 baths",3,3,720,3,1125,3,1125,TRUE,11,11,36,216,3,2,0,2019-05-27,2021-05-24,4.67,5,4.67,4.67,4.67,5,4.67,0,28,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0
"3811",2021-12-20,"98","66",0,36,36,1,1,NA,"Mission Bay","Entire residential home","Entire home/apt",14,"4.5 baths",5,11,833,3,1125,3,1125,TRUE,14,41,55,240,38,17,0,2019-01-14,2021-11-14,4.84,4.87,4.87,4.68,4.89,5,4.87,0,28,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0
"3812",2021-12-20,"100","99",1,4,4,1,1,NA,"Pacific Beach","Entire residential home","Entire home/apt",6,"1 bath",3,3,388,2,90,2.3,1125,TRUE,8,22,33,111,194,63,2,2018-09-24,2021-12-07,4.94,4.96,4.86,4.97,4.93,4.94,4.82,0,5,5,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"3813",2021-12-21,"100","100",1,45,45,1,1,"San Diego, California, United States","Pacific Beach","Entire residential home","Entire home/apt",6,"2 baths",2,2,237,1,28,2,1125,TRUE,15,42,72,266,246,73,1,2018-09-16,2021-12-17,4.8,4.92,4.93,5,5,4.86,4.82,1,52,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0
"3814",2021-12-21,"N/A","33",0,1,1,1,0,NA,"West University Heights","Entire condominium (condo)","Entire home/apt",6,"2 baths",2,3,250,30,1125,30,1125,TRUE,30,60,90,364,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0
"3815",2021-12-20,"100","67",0,7,7,1,1,"San Diego, California, United States","East Village","Entire condominium (condo)","Entire home/apt",3,"1 bath",NA,2,147,2,6,2,6,TRUE,10,28,44,52,3,0,0,2018-10-15,2018-12-01,4.67,5,5,5,5,4.67,4.67,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0
"3816",2021-12-20,"100","100",1,1,1,1,1,"Chula Vista, California, United States","Northwest","Entire guest suite","Entire home/apt",4,"1 bath",2,2,116,2,4,2,4,TRUE,4,24,52,206,347,113,6,2018-09-14,2021-12-07,4.99,4.96,4.99,4.99,4.99,4.86,4.95,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
"3817",2021-12-20,"N/A","100",0,44,44,1,1,NA,"Mission Bay","Entire rental unit","Entire home/apt",16,"3 baths",5,8,978,1,365,2.4,365,TRUE,23,51,81,175,45,15,0,2018-10-22,2021-10-10,4.64,4.4,4.53,4.78,4.87,4.91,4.49,1,33,32,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1
"3818",2021-12-20,"N/A","100",0,44,44,1,1,NA,"Mission Bay","Entire rental unit","Entire home/apt",16,"3 baths",4,10,835,1,365,2.4,1125,TRUE,30,58,88,182,25,2,0,2019-01-01,2021-06-30,4.56,4.32,4.48,5,4.76,4.92,4.52,1,33,32,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1
"3819",2021-12-21,"100","100",1,1,1,1,1,NA,"North Hills","Entire condominium (condo)","Entire home/apt",3,"1 bath",1,2,110,31,1125,31,1125,TRUE,0,0,21,296,4,0,0,2018-12-07,2020-06-06,5,5,4.75,4.75,5,5,4.75,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1
"3820",2021-12-20,"N/A","100",0,44,44,1,1,NA,"Mission Bay","Entire rental unit","Entire home/apt",7,"1 bath",2,6,431,1,365,2.2,1125,TRUE,23,53,83,177,106,41,0,2018-10-14,2021-11-19,4.54,4.49,4.48,4.8,4.73,4.82,4.43,1,33,32,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0
"3821",2021-12-20,"100","100",1,1,1,1,1,NA,"Pacific Beach","Entire guesthouse","Entire home/apt",3,"1 bath",1,2,147,4,35,4.2,1125,TRUE,9,28,58,238,114,28,5,2018-09-20,2021-12-17,4.96,4.99,4.91,5,5,4.93,4.83,1,4,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
"3822",2021-12-20,"62","9",0,13,13,1,0,"San Diego, California, United States","Bay Ho","Entire guest suite","Entire home/apt",2,"1 bath",1,1,221,14,1125,14,1125,TRUE,30,60,90,365,7,0,0,2019-02-27,2020-04-24,4.71,5,5,4.86,4.57,4.86,4.71,0,4,4,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1
"3823",2021-12-21,"100","100",1,6,6,1,1,"San Diego, California, United States","Memorial","Entire guesthouse","Entire home/apt",2,"1 bath",1,2,115,1,15,1,15,TRUE,19,49,78,78,182,57,0,2018-09-29,2021-11-14,4.85,4.93,4.86,4.93,4.9,4.72,4.82,1,4,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0
"3824",2021-12-21,"100","99",0,2,2,1,1,"San Diego, California, United States","Encanto","Camper/RV","Entire home/apt",2,"1 bath",1,1,60,1,1125,1,1125,TRUE,0,0,20,110,185,38,1,2018-09-15,2021-11-30,4.44,4.66,4.61,4.89,4.8,4.65,4.49,0,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
"3825",2021-12-20,"100","100",1,3,3,1,1,NA,"Park West","Entire condominium (condo)","Entire home/apt",4,"1 bath",1,2,102,3,28,3,28,TRUE,7,37,67,67,216,95,6,2018-10-01,2021-12-16,4.8,4.76,4.9,4.9,4.94,4.61,4.73,0,5,5,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"3826",2021-12-21,"100","100",1,1,1,1,1,"San Diego, California, United States","Memorial","Entire residential home","Entire home/apt",4,"1 bath",2,2,89,2,1125,2,1125,TRUE,7,20,35,270,187,49,3,2018-09-20,2021-11-30,4.77,4.86,4.86,4.95,4.92,4.61,4.81,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1
"3827",2021-12-21,"90","100",0,2,2,1,1,NA,"City Heights West","Private room in condominium (condo)","Private room",2,"0 shared baths",1,1,60,4,14,4,1125,TRUE,0,18,48,323,3,3,1,2021-09-29,2021-12-03,5,4.67,4.67,5,5,5,5,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0
"3828",2021-12-21,"100","100",1,3,3,1,1,"San Diego, California, United States","City Heights East","Entire townhouse","Entire home/apt",6,"2 baths",2,4,191,30,183,29,1077.2,TRUE,1,1,1,220,16,4,0,2018-11-07,2021-05-17,5,4.94,5,5,5,4.44,4.69,1,2,2,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1
"3829",2021-12-21,"N/A","N/A",1,1,1,1,1,"San Diego, California, United States","North Hills","Entire guesthouse","Entire home/apt",2,"1 bath",1,1,102,2,30,2,1125,TRUE,9,30,41,123,97,31,4,2018-09-24,2021-12-14,4.91,4.94,4.92,4.97,4.96,4.97,4.91,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1
"3830",2021-12-21,"100","93",1,5,5,1,1,"San Diego, California, United States","Grant Hill","Private room in rental unit","Private room",1,"1 shared bath",1,1,55,3,15,3.1,15,TRUE,17,47,76,76,82,20,3,2018-10-07,2021-12-11,4.91,4.94,4.91,4.94,4.96,4.85,4.96,0,4,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0
"3831",2021-12-21,"100","86",0,3,3,1,0,NA,"City Heights West","Entire rental unit","Entire home/apt",3,"1 bath",NA,2,145,28,1125,28,1125,TRUE,0,0,29,304,4,1,0,2018-09-24,2021-03-07,4.75,4.75,4.5,4.75,5,5,5,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0
"3832",2021-12-21,"100","99",1,4,4,1,1,"San Diego, California, United States","Pacific Beach","Entire condominium (condo)","Entire home/apt",6,"1.5 baths",2,3,249,3,90,3,90,TRUE,21,51,81,355,81,26,1,2018-09-23,2021-11-28,4.96,4.98,4.96,4.99,4.98,4.86,4.78,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1
"3833",2021-12-21,"100","100",1,3,3,1,1,"San Diego, California, United States","Alta Vista","Private room in tiny house","Private room",2,"1 shared bath",1,1,52,1,80,1,80,TRUE,8,22,51,324,360,73,3,2018-09-21,2021-12-18,4.93,4.94,4.97,4.94,4.98,4.87,4.88,0,2,0,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0
"3834",2021-12-21,"100","100",1,1,1,1,1,"San Diego, California, United States","North Hills","Entire guesthouse","Entire home/apt",4,"1 bath",1,2,120,5,1125,5,1125,TRUE,10,10,10,90,72,16,2,2019-01-18,2021-12-12,4.99,5,4.94,4.99,4.94,5,4.94,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1
"3835",2021-12-21,"N/A","0",0,1,1,1,0,NA,"San Carlos","Private room in townhouse","Private room",1,"1 private bath",1,1,125,3,30,3,30,TRUE,30,60,90,90,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
"3836",2021-12-20,"100","78",0,1,1,1,1,NA,"South Park","Entire guest suite","Entire home/apt",6,"2 baths",2,3,150,2,30,2,30,TRUE,0,0,0,0,26,3,0,2018-11-19,2021-10-08,4.92,4.88,5,5,4.96,5,5,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0
"3837",2021-12-21,"100","100",0,2,2,1,1,NA,"Gaslamp Quarter","Entire rental unit","Entire home/apt",2,"1 bath",1,1,130,3,26,3,1125,TRUE,0,0,0,0,15,1,1,2018-10-13,2021-12-06,4.93,4.93,5,4.8,4.87,4.87,4.8,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0
"3838",2021-12-21,"94","76",0,19,19,1,1,NA,"Loma Portal","Entire residential home","Entire home/apt",4,"1 bath",1,1,121,10,60,10,60,TRUE,15,45,74,74,72,13,1,2018-10-06,2021-11-27,4.82,4.88,4.82,4.97,4.96,4.89,4.76,0,18,18,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0
"3839",2021-12-21,"100","83",1,0,0,1,1,"San Diego, California, United States","Midtown","Entire guesthouse","Entire home/apt",4,"1.5 baths",1,2,179,3,29,3,29,TRUE,1,13,17,17,93,48,4,2019-08-05,2021-12-07,4.99,4.98,5,4.99,4.94,4.99,4.95,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1
"3840",2021-12-20,"100","97",1,5,5,1,1,"San Diego, California, United States","Mission Bay","Entire condominium (condo)","Entire home/apt",5,"2 baths",2,5,175,60,1124,54.4,1124,TRUE,0,3,3,208,4,1,0,2019-02-05,2021-03-31,4.5,4.25,4.5,5,5,5,3.75,0,7,7,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0
"3841",2021-12-20,"98","99",0,384,384,1,1,"San Diego, California, United States","Mission Bay","Entire residential home","Entire home/apt",10,"3 baths",4,6,682,3,1125,4,1125,TRUE,3,27,40,260,53,18,1,2018-09-30,2021-11-29,5,5,4.9,4.87,4.98,5,4.83,1,48,48,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1
"3842",2021-12-21,"100","99",0,2,2,1,1,"San Diego, California, United States","University City","Entire townhouse","Entire home/apt",12,"1.5 baths",3,7,166,2,1125,2,1125,TRUE,17,37,65,85,111,38,3,2018-10-28,2021-11-27,4.46,4.61,4.53,4.91,4.9,4.87,4.46,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1
"3843",2021-12-21,"94","76",0,19,19,1,1,NA,"Loma Portal","Entire residential home","Entire home/apt",4,"1 bath",1,1,116,10,90,10,90,TRUE,0,26,55,55,57,3,0,2018-09-30,2021-10-07,4.84,4.96,4.84,5,4.96,4.88,4.82,0,18,18,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1
"3844",2021-12-20,"97","97",1,4,4,1,0,"San Diego, California, United States","Pacific Beach","Entire condominium (condo)","Entire home/apt",5,"1 bath",1,3,241,3,28,3,28,TRUE,2,2,14,269,89,37,1,2018-10-23,2021-12-02,4.85,4.82,4.67,4.73,4.84,4.99,4.82,0,5,5,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1
"3845",2021-12-20,"0","0",0,3,3,1,1,"CA, United States","Marina","Entire rental unit","Entire home/apt",2,"1 bath",1,1,109,1,1125,1,1125,TRUE,20,42,67,331,70,0,0,2018-10-28,2020-01-07,4.68,4.85,4.66,4.91,4.96,4.96,4.79,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0
"3846",2021-12-20,"0","0",0,3,3,1,1,"CA, United States","Marina","Entire rental unit","Entire home/apt",4,"1 bath",1,2,149,1,1125,1,1125,TRUE,26,56,86,343,5,0,0,2019-06-02,2019-09-22,4.6,5,5,5,4.8,5,4.4,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0
"3847",2021-12-20,"100","100",0,1,1,1,1,"San Diego, California, United States","Bay Terrace","Entire guest suite","Entire home/apt",2,"1 bath",1,1,170,1,1125,1,1125,TRUE,30,60,90,90,16,2,0,2018-11-25,2021-10-14,4.5,4.69,4.44,4.88,4.88,4.69,4.38,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1
"3848",2021-12-21,"100","96",1,159,159,1,1,"San Diego, California, United States","North Hills","Entire townhouse","Entire home/apt",6,"2.5 baths",3,3,500,3,60,3.4,1125,TRUE,14,38,60,138,67,24,1,2018-10-30,2021-11-28,4.88,4.85,4.84,4.97,4.9,4.91,4.87,1,32,32,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1
"3849",2021-12-20,"100","100",1,1,1,1,0,"Chula Vista, California, United States","Southwest","Private room in guesthouse","Private room",2,"1.5 baths",NA,1,54,1,20,1,1125,TRUE,27,57,87,362,141,36,1,2018-09-30,2021-11-25,4.89,4.91,4.91,4.95,4.96,4.92,4.9,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1
"3850",2021-12-21,"100","97",0,1,1,1,0,"San Diego, California, United States","Tierrasanta","Entire residential home","Entire home/apt",8,"2.5 baths",4,4,574,3,1125,3,1125,TRUE,0,0,20,110,69,16,1,2018-11-11,2021-11-23,4.68,4.84,4.78,4.94,4.79,4.75,4.63,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1
"3851",2021-12-20,"100","100",1,2,2,1,1,"San Diego, California, United States","Cortez Hill","Entire rental unit","Entire home/apt",6,"2 baths",3,4,176,2,28,2,1125,TRUE,9,30,53,139,128,36,5,2018-10-08,2021-12-13,4.86,4.88,4.91,4.89,4.93,4.88,4.77,1,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0
"3852",2021-12-21,"94","76",0,19,19,1,1,"San Diego, California, United States","Pacific Beach","Entire residential home","Entire home/apt",2,"1 bath",1,1,113,7,32,7,32,TRUE,0,30,59,59,62,11,0,2018-12-20,2021-09-22,4.79,4.82,4.56,5,4.95,4.76,4.66,0,18,18,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1
"3853",2021-12-21,"94","76",0,19,19,1,1,NA,"Ocean Beach","Entire residential home","Entire home/apt",4,"1 bath",1,1,121,15,35,15,35,TRUE,8,38,67,67,80,8,0,2018-10-28,2021-09-24,4.73,4.85,4.79,4.96,4.98,4.74,4.66,0,18,18,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1
"3854",2021-12-21,"N/A","N/A",0,3,3,1,1,NA,"Mission Bay","Entire condominium (condo)","Entire home/apt",4,"3 baths",2,2,1000,10,90,10,90,TRUE,0,17,46,46,11,0,0,2018-10-07,2020-09-07,4.55,4.45,4.55,4.73,4.91,4.91,4.36,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0
"3855",2021-12-21,"100","33",1,2,2,1,0,"San Diego, California, United States","West University Heights","Entire guest suite","Entire home/apt",2,"1 bath",NA,1,261,30,1125,30,1125,TRUE,0,19,49,323,10,1,0,2018-12-31,2021-08-31,5,5,5,5,5,5,4.7,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1
"3856",2021-12-21,"100","80",0,2,2,1,1,"San Diego, California, United States","University City","Entire condominium (condo)","Entire home/apt",4,"1 bath",2,2,120,30,1125,30,1125,TRUE,1,1,1,71,24,5,0,2018-12-27,2021-10-06,4.29,4.42,4.46,4.71,4.75,4.88,4.33,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0
"3857",2021-12-20,"0","N/A",1,1,1,1,1,"San Diego, California, United States","Cortez Hill","Private room in rental unit","Private room",2,"2 shared baths",NA,2,69,1,7,1.4,7,TRUE,0,0,0,0,79,0,0,2018-10-09,2020-03-09,4.78,4.85,4.86,4.96,4.99,4.86,4.84,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0
"3858",2021-12-20,"100","88",1,1,1,1,1,NA,"Encanto","Entire residential home","Entire home/apt",16,"2 baths",4,4,400,2,14,2,14,TRUE,13,43,67,149,22,18,0,2019-06-22,2021-09-05,4.82,4.86,4.95,5,4.91,4.91,4.86,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1
"3859",2021-12-21,"100","100",0,1,1,1,1,NA,"Rolando","Entire residential home","Entire home/apt",6,"2 baths",2,3,181,2,90,2,1125,TRUE,23,53,83,124,63,25,0,2018-10-07,2021-10-01,4.6,4.57,4.49,4.83,4.84,4.7,4.62,1,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0
"3860",2021-12-20,"100","80",0,7,7,1,1,"San Diego, California, United States","Pacific Beach","Entire townhouse","Entire home/apt",10,"3 baths",3,3,349,4,1124,8.9,1124,TRUE,0,0,0,267,30,7,0,2019-02-18,2021-09-06,4.93,4.83,4.73,5,4.93,5,4.73,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1
